1,1,0,basic/1.in,[151124, 78752, 759892, 458113, 820344, 76482, 13110, 13110]
1,1,0,basic/1.in,[391982, 85852, 824044, 421342, 855834, 79703, 14080, 14080]
1,1,0,basic/1.in,[152344, 446453, 1218165, 423772, 835284, 77972, 13631, 13631]
1,1,0,basic/1.in,[175505, 266167, 873105, 444023, 842984, 89153, 15370, 15370]
1,1,0,basic/1.in,[421762, 80472, 726921, 450453, 830664, 75062, 13720, 13720]
1,1,0,basic/1.in,[47962, 72382, 822313, 445173, 840314, 163405, 19861, 19861]
1,1,0,basic/1.in,[336039, 64971, 655599, 586207, 804003, 83483, 15170, 15170]
1,1,0,basic/1.in,[76363, 71512, 654098, 432913, 803723, 76682, 14471, 14471]
1,1,0,basic/1.in,[66852, 62332, 624838, 435862, 978298, 86803, 14200, 14200]
1,1,0,basic/1.in,[203155, 70852, 802724, 588486, 833854, 83163, 14900, 14900]
1,1,0,basic/1.in,[60741, 281008, 786163, 426032, 796093, 78602, 14381, 14381]
1,1,0,basic/1.in,[272588, 167385, 739681, 789013, 801583, 76882, 13680, 13680]
1,1,0,basic/1.in,[67012, 60311, 653669, 533375, 823334, 80302, 14301, 14301]
1,1,0,basic/1.in,[65092, 59772, 638458, 422922, 791573, 80502, 14491, 14491]
1,1,0,basic/1.in,[64862, 74542, 618848, 445953, 782892, 79123, 14300, 14300]
1,1,0,basic/2.in,[75932, 91623, 1178244, 848434, 1561645, 110123, 15230, 15230]
1,1,0,basic/2.in,[81203, 100803, 1194764, 738031, 1598656, 103003, 15991, 15991]
1,1,0,basic/2.in,[82102, 98483, 1130542, 831944, 1775501, 102543, 15171, 15171]
1,1,0,basic/2.in,[416872, 96862, 1278137, 1120822, 1710210, 129433, 17361, 17361]
1,1,0,basic/2.in,[78992, 112803, 1258066, 806344, 1659647, 122614, 16470, 16470]
1,1,0,basic/2.in,[101242, 104794, 1394960, 809713, 1707199, 117213, 16701, 16701]
1,1,0,basic/2.in,[181275, 102263, 1205085, 782092, 1671558, 125933, 17011, 17011]
1,1,0,basic/2.in,[276458, 104743, 1194754, 936457, 1795011, 133974, 22101, 22101]
1,1,0,basic/2.in,[93833, 206006, 1285326, 899386, 1703639, 122284, 16930, 16930]
1,1,0,basic/2.in,[366181, 179185, 1142763, 923756, 1540945, 125833, 17161, 17161]
1,1,0,basic/2.in,[96103, 101673, 1201764, 810383, 1655868, 164205, 124793, 124793]
1,1,0,basic/2.in,[534366, 417992, 1453781, 799644, 1651317, 113493, 15991, 15991]
1,1,0,basic/2.in,[88763, 109363, 1250326, 821684, 1662047, 117224, 16910, 16910]
1,1,0,basic/2.in,[78873, 85262, 1081701, 858775, 1420941, 118063, 16140, 16140]
