funclen/3.in,[773963, 3030078, 214342872483, 14833391, 823093958, 11486785, 197495, 197495]
funclen/3.in,[800344, 3140622, 239353269536, 14542033, 765245615, 10654430, 170145, 170145]
funclen/3.in,[790833, 2898675, 237323188970, 14281965, 753307259, 12318088, 165885, 165885]
funclen/3.in,[775113, 2891505, 221172307219, 15194672, 796547876, 10615709, 198086, 198086]
funclen/3.in,[797204, 3023048, 209826033463, 18977952, 1072045069, 14404969, 312819, 312819]
funclen/3.in,[846405, 3152472, 217348556164, 15801940, 815449006, 10968429, 192215, 192215]
funclen/3.in,[829974, 3149033, 209895749174, 15987125, 899104639, 13263556, 182965, 182965]
funclen/3.in,[812404, 3074590, 209533732977, 15934813, 861609949, 15040307, 248787, 248787]
funclen/3.in,[828515, 3080910, 210006958138, 20300131, 1085709145, 14865923, 338110, 338110]
funclen/3.in,[809164, 3076630, 227079133793, 13452721, 734987916, 11540695, 171205, 171205]
funclen/4.in,[751171, 3026758, 132350795232, 12624416, 445265126, 6023235, 144624, 144624]
funclen/4.in,[545316, 2607396, 146274599607, 11926506, 401174736, 5875280, 127974, 127974]
funclen/4.in,[653429, 2997197, 142241817717, 11505544, 395443740, 5561421, 115744, 115744]
funclen/4.in,[549166, 2615766, 139468168462, 12591976, 405291195, 6459557, 131904, 131904]
funclen/4.in,[683099, 2997838, 137393841525, 12799531, 423856365, 6043985, 135034, 135034]
funclen/4.in,[529556, 2652937, 123951453366, 12549235, 420861850, 7466227, 158335, 158335]
funclen/4.in,[550626, 2616156, 144490719893, 12128782, 420636841, 5911021, 121774, 121774]
funclen/4.in,[560026, 2657718, 127308437567, 16353285, 536641818, 6879700, 179605, 179605]
funclen/4.in,[826254, 3309537, 103226728221, 12994718, 419239003, 8641961, 131134, 131134]
funclen/4.in,[548756, 2639937, 128267023246, 11929177, 414271558, 5976214, 121553, 121553]
funclen/4.in,[552746, 2608666, 136002251760, 11230116, 413580476, 7333123, 139474, 139474]
funclen/4.in,[612688, 3348857, 137501945754, 13701757, 450742995, 5918892, 129274, 129274]
funclen/4.in,[577447, 2603276, 127204305659, 15796179, 553129107, 8268410, 200376, 200376]
funclen/4.in,[659609, 2972026, 123455525764, 12790242, 435481515, 8457216, 141084, 141084]
funclen/4.in,[779813, 3010858, 146630338353, 12429071, 411901837, 5708566, 126034, 126034]
funclen/5.in,[525486, 3060109, 114818783960, 11192245, 347892303, 6173860, 128784, 128784]
funclen/5.in,[526045, 2713369, 118985337842, 10905887, 335159253, 5269193, 119834, 119834]
funclen/5.in,[523855, 2695208, 113724158560, 13421900, 376782123, 5546951, 110204, 110204]
